Date,Temperature (°C),Humidity (%),TDS Value (ppm),pH Level,Survival Rate (%)
2023-11-14,16.9,41,1051.2,6.8,80
2023-11-15,23.5,52,1651.1,5.9,70
2023-11-16,18.6,77,1117.6,5,70
2023-11-17,30.2,64,517.5,7.2,60
2023-11-18,10.5,76,1011,7.2,40
2023-11-19,31.6,50,1197.6,6.2,70
2023-11-20,23.2,73,1156.3,5.1,70
2023-11-21,13.3,74,1951.2,7.1,20
2023-11-22,22.4,77,1964.8,5.4,50
2023-11-23,16.5,74,861.3,7.8,70
2023-11-24,31.4,53,1297.8,7.5,60
2023-11-25,24.4,68,1684.6,7.8,70
2023-11-26,16.1,54,1516.3,5.6,70
2023-11-27,12.4,54,664.5,7.3,60
2023-11-28,24.9,56,1579.3,5,70
2023-11-29,12.3,60,566.9,6.3,70
2023-11-30,25.4,85,980.5,5.4,40
2023-12-01,22.6,35,1642.2,6.1,60
2023-12-02,23.7,65,502.8,7.6,90
2023-12-03,21.3,42,1115.8,6.7,80
2023-12-04,25.8,74,1733.1,6.2,30
2023-12-05,15.4,42,651.7,6.8,80
2023-12-06,27.2,72,1268.8,5.9,40
2023-12-07,18.8,45,1285.6,5.8,70
2023-12-08,14.2,30,1501.9,7.3,20
2023-12-09,28.2,85,1668.2,7.8,20
2023-12-10,23.4,70,1278.3,7,100
2023-12-11,11.3,68,1979.1,6.8,50
2023-12-12,17.5,71,1700.8,6.3,60
2023-12-13,10.8,60,1609.7,7.8,40
2023-12-14,20.5,31,1572.9,6.3,60
2023-12-15,19.2,40,1936.7,5.1,50
2023-12-16,27.1,41,1968.5,5.2,20
2023-12-17,13.4,82,1761.3,6,30
2023-12-18,27.8,87,1686.3,6.1,30
2023-12-19,33.9,68,505.8,7.2,60
2023-12-20,31,87,1031.3,5.8,40
2023-12-21,12.7,50,781.7,6.7,70
2023-12-22,13.1,30,600.2,7,50
2023-12-23,33.4,62,627,6.7,70
2023-12-24,28.2,32,1795.8,7.9,20
2023-12-25,28.2,63,1188.9,6.2,70
2023-12-26,18,48,1507.2,6.5,60
2023-12-27,27.8,82,1666.6,5.9,20
2023-12-28,13.2,41,1405.3,5.7,40
2023-12-29,33.4,65,1305.9,7.2,60
2023-12-30,12.2,39,1186.7,6.7,50
2023-12-31,32.5,85,1279.4,6.1,50
2024-01-01,13.9,60,1776.5,6.9,50
2024-01-02,30.6,74,1850.1,5.1,20
2024-01-03,17.2,74,1269.8,7.5,70
2024-01-04,34.1,48,1467.6,6.4,50
2024-01-05,15.7,59,893.3,6.7,100
2024-01-06,14.2,81,1517.1,6.1,30
2024-01-07,21.3,73,677.9,6.3,80
2024-01-08,20.4,81,1370.9,6.6,80
2024-01-09,26.4,35,1149.4,6.6,50
2024-01-10,33.4,80,838.4,6.6,50
2024-01-11,30.5,51,1330,5.3,60
2024-01-12,31.1,44,1086.5,5.4,40
2024-01-13,12.2,81,1334,6.4,50
2024-01-14,25.3,79,1050,5.4,40
2024-01-15,27.1,67,1219,7.8,60
2024-01-16,30.7,45,786.6,5.9,40
2024-01-17,23,82,1977,7,60
2024-01-18,21.8,51,718.7,7.1,90
2024-01-19,30.4,48,732.4,5,40
2024-01-20,26.4,60,585.7,6.4,70
2024-01-21,31.2,54,865.1,7.4,60
2024-01-22,13.6,54,1359.4,6.4,70
2024-01-23,26.9,70,1674.9,5.5,40
2024-01-24,19.2,87,1604.8,6.5,60
2024-01-25,17,31,1202.3,7.6,70
2024-01-26,18.4,85,1548.4,7.4,50
2024-01-27,34.7,66,1843.8,7.9,40
2024-01-28,11.4,52,503.5,5,60
2024-01-29,35,57,880.1,6.2,70
2024-01-30,14.1,74,1657.3,5.2,20
2024-01-31,28.2,45,923.1,7.6,40
2024-02-01,29.5,67,1909.7,5.5,40
2024-02-02,28.8,47,1500.4,6.9,30
2024-02-03,20.4,44,608.7,7.8,70
2024-02-04,28.4,75,1563.1,6.3,30
2024-02-05,33.1,66,935.7,6.2,70
2024-02-06,20.7,35,552.3,6.5,80
2024-02-07,10.5,49,1499.3,5.6,40
2024-02-08,34.8,77,654.2,7.9,40
2024-02-09,10.8,86,1955,6.2,30
2024-02-10,28.5,86,574.8,6.9,50
2024-02-11,25.1,30,585.5,7.2,40
2024-02-12,21,84,1410.8,5.1,70
2024-02-13,27.4,50,1808,7,50
2024-02-14,15.4,48,1984.2,6.6,60
2024-02-15,14,83,1488.4,6.7,50
2024-02-16,29.4,44,950.6,7,50
2024-02-17,23.7,75,1088.3,7.7,70
2024-02-18,25.3,51,1580.6,5.5,40
2024-02-19,25.2,57,1106.4,6.8,70
2024-02-20,31.2,61,1854.1,6.7,50
2024-02-21,16.2,53,1575.3,7.7,70
2024-02-22,31.7,62,1089.2,7.5,60
2024-02-23,28.3,77,1665.3,6.9,30
2024-02-24,14.6,49,758.4,6.4,50
2024-02-25,13.4,47,1572.3,6.8,30
2024-02-26,24.8,49,1365.9,5.8,70
2024-02-27,14.4,45,1567.1,7,30
2024-02-28,33.2,32,1971.5,5.5,20
2024-02-29,10.2,60,761.2,7.9,60
2024-03-01,33.7,55,1336.8,5,60
2024-03-02,31.2,86,1626.3,5.1,20
2024-03-03,19.7,33,1624.5,5.7,50
2024-03-04,22.3,66,1825.8,6.9,80
2024-03-05,23.5,73,951.5,5.5,70
2024-03-06,26.4,68,1624.7,6.5,50
2024-03-07,18.4,62,1818,7.8,70
2024-03-08,17.2,57,809.6,6.9,100
2024-03-09,10.1,54,1125,7.9,60
2024-03-10,20.4,48,1949,5.5,50
2024-03-11,10.6,57,685.6,5.1,60
2024-03-12,27.8,35,1382.7,6.4,50
2024-03-13,23.3,68,1377.7,5.1,90
2024-03-14,17.8,38,1656.2,6.6,60
2024-03-15,25.6,72,860.2,5.1,40
2024-03-16,20.3,71,1169,7.6,70
2024-03-17,30.8,70,1155,6.3,70
2024-03-18,24,73,1342.4,6.8,80
2024-03-19,27.2,38,1948.2,7.6,20
2024-03-20,30.6,83,598.1,7.3,40
2024-03-21,27.6,39,591,5.9,40
2024-03-22,13.2,60,1669.3,7.6,40
2024-03-23,30.8,65,1275.3,7.8,60
2024-03-24,31.5,49,1437.7,5.1,40
2024-03-25,27.2,78,1192.9,5.2,40
2024-03-26,17,40,800,6.5,80
2024-03-27,33.3,66,1156.6,7.2,60
2024-03-28,17.3,72,662.9,6.7,80
2024-03-29,27.7,35,1607.4,6.6,30
2024-03-30,22,51,879,6.6,100
2024-03-31,12.2,38,1156,6.3,50
2024-04-01,20.6,55,1112.7,7.3,90
2024-04-02,14.2,86,1707.4,7.4,20
2024-04-03,23.8,54,1973.1,7.2,70
2024-04-04,13.7,41,594.2,7.5,40
2024-04-05,11.7,35,1325.7,7.2,40
2024-04-06,12.1,42,821.6,7.8,40
2024-04-07,30.1,69,1512.1,6.5,50
2024-04-08,32.9,53,1281.3,7.1,60
2024-04-09,31.2,36,1034.1,5.2,40
2024-04-10,33.4,58,1362.3,8,60
2024-04-11,10.6,54,1271.7,7.6,60
2024-04-12,19.7,47,1066.3,7,80
2024-04-13,27.3,52,513.5,5,60
2024-04-14,34.6,31,1198,7,50
2024-04-15,31.9,39,1269.3,7.5,40
2024-04-16,21.3,47,1767.6,5.7,50
2024-04-17,32.4,53,1771.1,5.5,40
2024-04-18,23.4,61,1971.8,6.8,80
2024-04-19,27.8,63,1707.6,6.6,50
2024-04-20,34.9,58,548.9,5.4,60
2024-04-21,24.4,59,954,6.4,100
2024-04-22,22,76,1441.3,6.2,80
2024-04-23,17.1,42,1910.2,7.1,50
2024-04-24,25.4,65,766.2,7.6,60
2024-04-25,32.2,61,1007,7.5,60
2024-04-26,18.4,60,820.9,6.7,100
2024-04-27,12.7,80,761.4,6.8,50
2024-04-28,10.8,88,1488.9,7.5,40
2024-04-29,13.7,81,1753.2,5.7,20
2024-04-30,30.7,78,1494.3,5.1,40
2024-05-01,15.5,49,612.9,7.4,70
2024-05-02,15.3,46,739.5,7.4,70
2024-05-03,27.5,80,1123.4,6.5,50
2024-05-04,22.4,33,1215.2,6.4,80
2024-05-05,26.1,53,722,5.9,60
2024-05-06,11.2,88,1080.1,6.5,50
2024-05-07,28.3,82,530.3,7.7,40
2024-05-08,29.9,87,1815,7,30
2024-05-09,10.5,85,565.2,5.3,40
2024-05-10,23.9,41,659.2,6.1,80
2024-05-11,14.4,44,1521.1,7,30
2024-05-12,18.1,37,671.1,6.6,80
2024-05-13,11.1,48,1639.4,5.3,20
2024-05-14,15.5,54,1211.2,5.1,90
2024-05-15,30.5,64,805,7.9,60
2024-05-16,13.4,30,1871,6,30
2024-05-17,16.8,87,821.6,7.9,70
2024-05-18,13.9,86,1074.9,7.5,40
2024-05-19,16.8,40,842.8,6.3,80
2024-05-20,25.5,85,1598.6,6.4,30
2024-05-21,32.9,89,1661.5,6,30
2024-05-22,20.2,43,526.4,6.6,80
2024-05-23,22.7,78,730,5,70
2024-05-24,22.7,48,1150.9,6.4,80
2024-05-25,29.2,36,561.4,6.3,50
2024-05-26,13.9,82,751.7,6.6,50
2024-05-27,18.7,70,1787.1,6.6,80
2024-05-28,26.7,70,1806.7,7,50
2024-05-29,14.4,73,1167.6,7.4,40
2024-05-30,26,66,1443.6,7.8,60
2024-05-31,32.6,50,1674.1,7.8,40
2024-06-01,20.7,83,1738.5,7.4,50
2024-06-02,34.3,58,530.7,7.8,60
2024-06-03,18.2,89,1460.4,5.5,70
2024-06-04,28.9,32,1572.9,7.2,20
2024-06-05,26.5,87,1969.8,5.1,20
2024-06-06,20.9,47,1098.1,5.2,70
2024-06-07,22.5,77,624.2,6.9,80
2024-06-08,33.1,30,1319.8,5.7,40
2024-06-09,13.6,61,729.2,5.8,60
2024-06-10,21.9,30,561.2,6.3,80
2024-06-11,32.5,82,1016.3,5.3,40
2024-06-12,31.3,67,677.8,7.2,60
2024-06-13,18.8,47,1332.2,5.1,70
2024-06-14,11.1,68,1352.6,6.7,70
2024-06-15,15.7,58,722.3,6.9,100
2024-06-16,33.4,43,1332.5,7.8,40
2024-06-17,11.5,38,543.1,6.5,50
2024-06-18,11.9,36,660.2,5.8,40
2024-06-19,14.7,82,790.5,6.7,50
2024-06-20,31,65,1654.9,5.5,40
2024-06-21,17.1,77,1659.4,5.6,50
2024-06-22,12.2,56,1568.9,7.6,40
2024-06-23,32.8,33,656.9,5.1,40
2024-06-24,15.6,75,1262.8,8,70
2024-06-25,17.9,46,1377.3,7.6,70
2024-06-26,32,51,792.9,6.9,70
2024-06-27,19.4,30,935.4,5.3,70
2024-06-28,15.2,74,1390.4,6.2,80
2024-06-29,14.1,41,656.6,5.1,40
2024-06-30,19.4,84,1908.7,7.2,50
2024-07-01,17.2,69,649.9,6.2,100
2024-07-02,31.4,70,1670.8,7.6,40
2024-07-03,33.9,35,805.7,5,40
2024-07-04,16.3,34,545.7,7.4,70
2024-07-05,18,59,1231.4,5.1,90
2024-07-06,21.1,41,1687.8,5.3,50
2024-07-07,25.4,82,1969.3,5.8,20
2024-07-08,12,44,1155.7,7.8,40
2024-07-09,22.6,43,1052,6.2,80
2024-07-10,26.6,31,1805.3,5.2,20
2024-07-11,27.3,57,1173.9,5.2,60
2024-07-12,34.4,44,617.2,6.8,50
2024-07-13,16.3,46,1826.4,6.2,60
2024-07-14,19.8,78,1635.5,6.9,60
2024-07-15,12,86,1256.4,6.6,50
2024-07-16,14.2,50,607.4,5.4,60
2024-07-17,34.7,72,715.3,7,50
2024-07-18,17.7,76,1894.4,7.9,50
2024-07-19,19.3,44,1839.6,5.2,50
2024-07-20,17.3,78,963.7,7.4,70
2024-07-21,18.6,77,1244.5,6.2,80
2024-07-22,15.7,43,1180.4,6.9,80
2024-07-23,24.1,66,928,6.6,100
2024-07-24,29,63,1421.3,6.7,70
2024-07-25,10.8,89,1162.3,6.2,50
2024-07-26,15.8,80,1542.2,5.1,50
2024-07-27,21,79,1314.3,7.2,70
2024-07-28,21.1,51,1458.4,5,90
2024-07-29,31.2,79,1854.7,6.4,30
2024-07-30,11.6,54,1948,6.4,50
2024-07-31,30.3,75,905,5.5,40
2024-08-01,15.4,51,917.2,7.1,90
2024-08-02,25.5,35,574,6.1,50
2024-08-03,33.1,73,539.7,5.7,40
2024-08-04,29.1,51,1485.9,7.4,60
2024-08-05,28.9,81,1177.6,5.6,40
2024-08-06,27.9,34,1868.2,7.1,20
2024-08-07,19.9,84,1029.7,5.8,70
2024-08-08,15.5,67,1541.8,6.7,80
2024-08-09,31.6,87,1937.5,5.9,20
2024-08-10,20.9,54,1345,6.7,100
2024-08-11,18,74,881.6,7.1,70
2024-08-12,16.1,59,594.5,7.1,90
2024-08-13,30.1,45,1676.9,6.7,30
2024-08-14,21.1,37,637.5,5.2,70
2024-08-15,28.2,72,530.5,6.4,50
2024-08-16,34.4,73,738.4,6.5,50
2024-08-17,22.2,85,1535.9,6,60
2024-08-18,31.7,78,1899.3,7,30
2024-08-19,30.1,41,1102.5,5.2,40
2024-08-20,28.9,64,1636.1,6.5,50
2024-08-21,24.3,48,657.3,5.5,70
2024-08-22,27.9,69,627.4,6.5,70
2024-08-23,22.6,63,1466.3,5.8,90
2024-08-24,24.5,88,1829.3,7.9,50
2024-08-25,27.9,79,1845.6,7.7,20
2024-08-26,32.9,63,811,8,60
2024-08-27,10.8,85,501.9,6.5,50
2024-08-28,23.2,38,663.8,5.9,70
2024-08-29,16.8,49,1377.2,6,80
2024-08-30,21.9,65,1707.4,7,80
2024-08-31,17.6,89,1203.9,5,70
2024-09-01,33,62,1433.5,6.1,70
2024-09-02,30.2,81,1196,5.4,40
2024-09-03,32.9,76,1524.7,6.5,30
2024-09-04,29,31,1322.8,7.1,40
2024-09-05,28,79,897.8,6.8,50
2024-09-06,19.6,41,803.2,6.3,80
2024-09-07,27,54,1212.9,7.6,60
2024-09-08,28.7,68,560.2,7.4,60
2024-09-09,16.5,79,981.6,6.2,80
2024-09-10,15.2,79,1114.4,7.7,70
2024-09-11,24.1,70,1345.1,5.5,90
2024-09-12,12.7,55,1399.7,7.2,60
2024-09-13,11.1,54,1852.1,7.1,40
2024-09-14,20.2,45,525.4,5.9,70
2024-09-15,26.3,83,606.7,7.9,40
2024-09-16,23.1,58,1823.8,5.7,70
2024-09-17,28,57,650.8,6.9,70
2024-09-18,29.8,49,1771.4,6.3,30
2024-09-19,28.8,89,1202.5,7.1,40
2024-09-20,28.5,38,1645.3,7.8,20
2024-09-21,31.9,73,1326.4,5.5,40
2024-09-22,12.5,63,1554.3,7.1,40
2024-09-23,22.2,40,1121.8,6.1,80
2024-09-24,28.3,61,886.1,5.6,60
2024-09-25,19,56,1787,6.7,80
2024-09-26,23.6,40,1163.5,5.9,70
2024-09-27,30.7,34,677.3,5.3,40
2024-09-28,30.9,53,1118.9,7.3,60
2024-09-29,27.7,57,1410,6.4,70
2024-09-30,27.9,61,1527.9,7.7,40
2024-10-01,17.4,84,1229.4,6.9,80
2024-10-02,15.8,63,528.8,5.3,90
2024-10-03,26.9,34,1590.8,6.1,30
2024-10-04,10.6,82,1673.6,5.5,20
2024-10-05,34.2,83,1864.7,5.2,20
2024-10-06,11.2,33,1666.5,6.4,30
2024-10-07,27.3,55,1351.1,6.3,70
2024-10-08,24.4,40,811.7,7.6,70
2024-10-09,27.2,71,1110.2,5.4,40
2024-10-10,24,57,621.3,6.9,100
2024-10-11,19.7,65,596.3,6.7,100
2024-10-12,10.3,58,1489,7.1,60
2024-10-13,22,83,735.6,7.3,70
2024-10-14,27.9,35,1847.8,5.3,20
2024-10-15,15.4,53,1180.8,6.8,100
2024-10-16,13.5,48,1321.6,7.3,40
2024-10-17,21.6,60,1937.5,6,80
2024-10-18,14.8,67,1618.6,6.1,50
2024-10-19,30.5,33,786.3,7.9,40
2024-10-20,21.5,58,827.8,7.8,90
2024-10-21,17.2,51,675.2,6,100
2024-10-22,25.6,41,610.9,7.3,40
2024-10-23,11.1,33,1990.4,5.6,20
2024-10-24,26.8,54,502.2,6.1,70
2024-10-25,10,75,1534.1,7.4,20
2024-10-26,19.2,36,872.9,7.6,70
2024-10-27,14.3,75,855.2,5.8,40
2024-10-28,24.2,70,593.6,5.7,90
2024-10-29,33.9,37,1748.5,6.3,30
2024-10-30,29.1,46,712.3,5.3,40
2024-10-31,24.7,80,1869.3,7.3,50
2024-11-01,15.1,44,1738.7,7,60
2024-11-02,26.5,80,1166.2,6.3,50
2024-11-03,17.2,30,1122.8,7.9,70
2024-11-04,30.2,88,1794.1,5.3,20
2024-11-05,25,56,816.8,7.3,90
2024-11-06,15,80,1150.8,5.1,70
2024-11-07,15.5,34,1359.9,5.8,70
2024-11-08,27,70,1353.4,7.9,60
2024-11-09,10.5,33,1866.1,6.6,30
2024-11-10,17.1,52,1113.9,6.5,100
2024-11-11,19.8,42,952,6.7,80
2024-11-12,15.4,70,606.7,7.8,90
2024-11-13,30.7,32,971.2,5.3,40
2024-11-14,19.7,87,1438,5.5,70
2024-11-15,26.4,72,970,6.9,50
2024-11-16,30.6,77,1050.2,7.4,40
2024-11-17,19.4,74,729,6.6,80
2024-11-18,24.2,34,1930.2,6.1,60
2024-11-19,34.1,30,1904.2,6.2,30
2024-11-20,17.7,89,695.4,5.4,70
2024-11-21,16.7,30,830.7,7.2,70
2024-11-22,19.6,85,795.9,7,80
2024-11-23,30.9,53,803.8,5.5,60
2024-11-24,21.6,82,1759.9,5.4,50
2024-11-25,34,53,1439.6,5.1,60
2024-11-26,34,39,1729,5,20
2024-11-27,19.4,75,1794.5,6.9,60
2024-11-28,22.8,86,1109,8,70
2024-11-29,32.2,55,993.4,6.2,70
2024-11-30,34.7,83,1907.9,5.6,20
2024-12-01,12.6,89,773.5,6.8,50
2024-12-02,21.2,75,818,7.5,70
2024-12-03,13.1,69,551.9,5.8,60
2024-12-04,25.6,74,700.6,6.6,50
2024-12-05,14.9,37,1136.4,7.3,40
2024-12-06,23.7,37,580.2,5.9,70
2024-12-07,27.9,62,887.4,7.7,60
2024-12-08,17.8,42,1419.1,8,70
2024-12-09,22.4,78,1152.4,6.5,80
2024-12-10,29.9,34,966.5,7.7,40
2024-12-11,20.5,43,1934.9,7,60
2024-12-12,11.5,58,545.9,7.6,60
2024-12-13,33.2,57,1753,6.8,50
2024-12-14,19.6,70,1065.9,6.4,100
2024-12-15,11,31,1507.4,6.4,30
2024-12-16,33.9,55,1558.2,6.9,50
2024-12-17,18.6,68,841.7,6.9,100
2024-12-18,20.6,55,1786.5,6.7,80
2024-12-19,30.9,39,1775.8,5.4,20
2024-12-20,31.9,79,1844.1,7.3,20
2024-12-21,14.7,56,1006.2,6.4,70
2024-12-22,10.4,42,1478.1,7,50
2024-12-23,23.9,68,664,6.9,100
2024-12-24,31.2,88,1131.4,7,50
2024-12-25,21.8,39,1778.4,5.7,50
2024-12-26,28.3,57,1426.1,7,70
2024-12-27,28.3,86,1702.4,7.6,20
2024-12-28,16.4,64,1788.2,5.7,70
2024-12-29,30.1,57,1228.8,7.7,60
2024-12-30,10.9,51,1208.9,5.7,60
2024-12-31,26.4,56,1562.2,7.6,40
2025-01-01,15.6,51,519.9,6.8,100
2025-01-02,33,60,787.7,5.3,60
2025-01-03,33.1,60,866.1,6.7,70
2025-01-04,30.8,66,1486,7.7,60
2025-01-05,20.2,55,1299.6,6,100
2025-01-06,12.9,48,1292.1,5.2,40
2025-01-07,26.1,45,884.9,6.8,50
2025-01-08,31.3,89,740.3,7.1,40
2025-01-09,17.1,30,1001,6.7,80
2025-01-10,34,62,858.7,6.2,70
2025-01-11,29.1,75,1759,6.9,30
2025-01-12,12.6,81,880.3,6,50
2025-01-13,32.6,36,1875.1,6.3,30
2025-01-14,26.8,70,640.4,7.1,60
2025-01-15,24.4,51,1608.8,5.6,70
2025-01-16,33.8,68,569.1,7.3,60
2025-01-17,26.4,68,643.4,7.9,60
2025-01-18,17,51,1667.5,6.1,80
2025-01-19,34.9,51,838.4,7.6,60
2025-01-20,15.7,33,1504.1,6.5,60
2025-01-21,25.6,68,1509,6.3,50
2025-01-22,16.9,87,1223.6,5.5,70
2025-01-23,10.6,43,553.3,7.1,40
2025-01-24,18.8,66,737.1,7.8,90
2025-01-25,17.9,81,872.5,7.8,70
2025-01-26,11.7,65,1659.8,7.7,40
2025-01-27,33.2,39,698.7,7.1,40
2025-01-28,19.6,44,1047.2,7.2,70
2025-01-29,15.7,47,1146.3,6.6,80
2025-01-30,14.7,87,1905.6,7.5,20
2025-01-31,21.5,53,1026,6,100
2025-02-01,19.8,76,1276.3,5.3,70
2025-02-02,11.9,35,1124.2,6.5,50
2025-02-03,34.1,37,847.1,7.9,40
2025-02-04,28.6,86,543.5,5.9,40
2025-02-05,16.1,75,1421.2,6.3,80
2025-02-06,10.7,80,1170.6,6.8,50
2025-02-07,23.5,61,1826.9,7.2,70
2025-02-08,10.7,64,1903.9,7.5,40
2025-02-09,15.6,44,1166.1,6.9,80
2025-02-10,30.1,81,1313.5,7.1,40
2025-02-11,11.4,80,732.8,5.2,40
2025-02-12,24.1,68,841.3,5.7,90
2025-02-13,17.2,54,1849.1,7.8,70
2025-02-14,23.6,62,1754.6,6.7,80
2025-02-15,11.2,69,892.6,5.7,60
2025-02-16,31.4,46,1847.1,5.8,20
2025-02-17,29,48,1795.5,7.5,20
2025-02-18,10.9,41,1945.4,7.2,20
2025-02-19,32.9,57,1549.2,5.7,40
2025-02-20,33,81,694.6,7,50
2025-02-21,11,71,1180.8,6.5,50
2025-02-22,34.8,70,1997.1,6.6,50
2025-02-23,13.2,62,847.8,5.1,60
2025-02-24,22.9,50,1870.6,5,70
2025-02-25,21.5,63,1740.7,6.7,80
2025-02-26,27.7,66,1526.6,5.4,40
2025-02-27,32.6,62,1417.2,6.8,70
2025-02-28,14.3,69,971.1,7.4,60
2025-03-01,22.5,43,1494.5,5.9,70
2025-03-02,33.8,53,1057.6,6.1,70
2025-03-03,29,51,635.7,7.4,60
2025-03-04,18.2,56,699.3,7.9,90
2025-03-05,17.4,51,1466.2,5.5,90
2025-03-06,15.2,46,1986.2,5.6,50
2025-03-07,25.4,37,1922.4,5.8,20
2025-03-08,27.3,31,1222.6,5.4,40
2025-03-09,21.4,33,1402.9,5.4,70
2025-03-10,30.4,80,900.9,6.5,50
2025-03-11,15.4,41,766.7,6.1,80
2025-03-12,13.4,81,1250.7,5.2,40
2025-03-13,17.4,67,1775.3,5.4,70
2025-03-14,19.9,38,1717.4,5.9,50
2025-03-15,14.2,45,1007.3,7.2,40
2025-03-16,28,85,1650.9,5.3,20
2025-03-17,20.2,44,1726.6,5.5,50
2025-03-18,10.2,67,1217.8,6.5,70
2025-03-19,28.8,41,1058.1,5.1,40
2025-03-20,23.4,67,1919.5,8,70
2025-03-21,22.7,84,1475.5,5.3,70
2025-03-22,31.2,41,1845.9,7.6,20
2025-03-23,28.7,55,1499.1,5.8,60
2025-03-24,33.8,80,1864.4,7.1,20
2025-03-25,27.9,72,1589.8,6.4,30
2025-03-26,19,54,766,7.6,90
2025-03-27,15.5,48,1467.5,8,70
